Yeah ||| Neutral
Our range for adjusted earnings per share from continuing operations which excludes restructuring expenses, the after tax impact of intangible amortization, and the excess tax benefit related to stock-based compensation, was increased to a range of $1.82 to $1.92 a share, with a midpoint of $1.87, up $0.02 a share ||| earnings Neutral
Working together to advance and enhance patient care, it is always our goal to create customers for life ||| Neutral Confident
With the strong revenue performance and improved profitability we were able to deliver non-GAAP EPS of $0.30 above our previously provided outlook of $0.24 to $0.28 per share ||| sales,earnings Positive Confident
We added technical resources ||| Neutral
We're also expanding the category with QuickBooks Self-Employed and our new TurboTax Self-Employed offering connects our TurboTax and QuickBooks platforms, providing further runway for growth across our ecosystem ||| sales Positive Confident
Thanks, Sherri ||| Neutral
This yields free cash outflow of $23 million ||| Neutral
For the full year 2016, free cash flow was $347 million, up 10% compared to full year 2015. Free cash flow was modestly below our expectations due to a combination of Q4 Events performance and the timing of our CV growth ||| sales Positive Confident
Within our ACA-compliant plans, our performance during the fourth quarter was generally in line with previous expectations ||| Neutral Confident
Our energy business declined 3% organically, with growth in North America and Asia more than offset by the softness in Europe ||| sales,organic_expansion Negative
Were now beginning to scale the top performing initiatives ||| Positive
We're actually getting some nice wins in that space and we continue to believe that the loyalty and rewards space will be a good growth area and a good sticky area with our customers ||| sales Positive Confident
So Media is becoming a much smaller percentage of the company's revenue, and we know that the Media business can have variability just given the nature of the business ||| sales Neutral
On cost savings, we're now targeting between $1.7 billion and $1.8 billion of cumulative Integration Program savings by the end of 2017, or $500 million to $600 million of net incremental savings in 2017 versus 2016. Ramping up supply chain related savings will be a key factor ||| op_costs Positive Confident
The core is the here and now ||| Neutral
Segment gross margin dollars grew 15% and 17% in constant currency, with 11 points of contribution from LinkedIn, including $218 million of amortization of acquired intangibles ||| sales,earnings Positive Confident
A lower than expected adjusted tax rate positively impacted our Q2 adjusted EPS by approximately $0.04. This was primarily due to the timing of certain tax costs that are expected to be realized in the remainder of the year ||| op_costs Positive Confident
Full year operating income of $248.9 million or 23.1% of revenue, free cash flow was $177.1 million ||| earnings Positive Confident
We will now open for questions ||| Neutral
The worlds leading digital document service, Adobe Document Cloud enables businesses to reinvent inefficient paper-based processes ||| products_services Neutral
Our positioning of All Things Beauty, All in One Place gives us multiple levers to drive growth and quickly adapt to trends and changing industry dynamics ||| sales Positive
With that, let me turn it back to Dave ||| Neutral
We saw the same thing in September ||| Neutral
Thanks for the question ||| Neutral
We are excited about future opportunities as customers increasingly recognize the strategic value of our memory and storage solutions across a range of high growth markets ||| sales Positive Confident
Q1 operating margin should be in the range of 19.1% to 19.3% ||| op_costs Neutral Confident
So we reiterated the cash flow guidance ||| Neutral
And if you look at some of the stats that we disclosed earlier about 9 million new Honors member, and that number is higher now because we have more members this year, so probably over 10 million new Honors members ||| Neutral
And our Media Division customer growth was about 10% ||| sales Neutral
The way I tend to think about it is, with any service you want the gross margin itself to improve, and that includes in the Azure services components themselves ||| sales,earnings,products_services Neutral Uncertain
You add to that the opportunity to go with TurboTax as a channel and then open new geographies and we think self-employed has a lot of opportunity for growth as we look ahead ||| sales Neutral Uncertain
These factors impacted our first quarter results and while we're not giving guidance for the second quarter, we expect EPS to decline year-over-year in Q2 before we get into the second half where compares should ease as currencies should moderate at current rates and benefits from our recent product launches should begin to flow through ||| products_services Negative Dodgy
But that said, that's not a comment at all that I think you should take that would demonstrate a lack of confidence in the product, the technology and the market focus ||| products_services Neutral Uncertain
So, we have an extremely strong portfolio when you put our technology together with the Samsung technology now, HP technology in both the A4 and A3 spaces in Ink, in PageWide, and in Laser, the second reason is that we integrated it, the A3 and the A4 portfolio which really increases our managed print services capability, therere certain customers and tenders that would come out, that had a requirement for a mixed deployment of both A3 and A4 and were often excluded from those A4 deals ||| products_services Positive Confident
The other important growth driver is application-centric security ||| sales Positive Confident
It's a great question ||| Neutral
The gross contribution margin for Research was 69%, a one-point decline compared to the first quarter of 2016. Our other Research business metrics also remain very strong, and we continue to see robust demand for our services across the globe ||| sales,earnings,products_services Positive Confident
Imaging Components gains in both orders and revenues, company-wide revenues of $763 million up 1% in both dollars and constant currency ||| sales Positive Confident
As we share during our Analyst Day in November, this is an exciting time for the segment to the market, with 3D NAND possibly the largest growth driver in the industry ||| sales Positive Confident
Thanks, Dion ||| Neutral
And as I mentioned that there are important investments that we believe we need to make that are in the best interest of the company and our shareholders long-term, which are investments in some of the enterprise areas, some of the security areas, some of the areas that we mentioned that are going to be very significant we believe top line and bottom line growers ||| sales,earnings,organic_expansion Neutral
And I think thats why youre going to see extraordinary growth for years to come, because of this culture thats really driving it forward ||| sales Neutral Uncertain
But Tennessee by far is our largest state with over, call it, 65,000 members ||| products_services Positive Confident
So, we think we have a competitive advantage ||| Neutral
Sure, Simon ||| Neutral
Operating expenses declined by 12%, also 12% in constant currency, from lower phone expense, a one-time legal settlement, and reduced marketing spend ||| op_costs Negative
David, we'll let Abbott update on how they are doing with their own timeline, but this is not a timeline product that has a short leg to it ||| products_services Negative Uncertain
In Devices, we expect revenue to decline, driven primarily by phone ||| sales Negative
We still expect double-digit revenue growth on a constant currency basis for the full year ||| sales Positive Confident
But thank you for joining us today ||| Neutral
Were growing the business, top line and bottom line, and generating strong cash flow ||| sales,earnings Positive Confident
But Craig, I think the important point is, when you see the content growth that we are driving above production like we did in the first quarter and what we guided for the year in auto, it shows integrated solutions that help drive that content up ||| products_services Neutral Uncertain
And so that's obviously areas that we're investing in, and we're hopeful for future growth as they get healthier ||| sales Positive Confident
We will continue to invest for that future ||| Neutral
If we have a lot of inflation and pass-through costs, we might have to revisit that topic just because of the pure mathematics, not because of the quality of the business or the strength of the business, just because of the math that I think you're implying ||| op_costs Neutral Uncertain
We have about 2,000 left ||| Neutral
It has other advantages ||| Positive Confident
We are pleased with the organic growth of 5%, and profitability results for the year ||| sales,earnings,organic_expansion Positive Confident
One of those two will fall into place ||| Neutral
As Rich noted earlier, we have reported record closed sales, and our pipeline remained strong ||| sales Positive Confident
And I guess one other point on that ||| Neutral
First is the gross yield decline year-over-year makes the percent growth look a bit higher, the 16% you referred to ||| sales Negative
And in the Communications Solutions segment, sales increased 14% organically with growth across each of our three business units, demonstrating the progress we have made in transforming this segment to be a contributor to overall TE performance ||| sales,organic_expansion Positive Confident
Reported revenue of $806.1 million grew 12.4% on a reported basis or 13.1% in constant currency ||| earnings Positive Confident
So if we really deliver great products and great service, the clients stay in all of the segments ||| products_services Positive Confident
Moving down the income statement ||| Neutral
The impact of changes in foreign currency was a slight drag on our reported revenues but less an impact than it has been in recent quarters ||| sales Negative
And I'll just do the math for you ||| Neutral
We rolled that choice through all of North America, right now on the servicing piece of choice, as well as the on boarding of that, we are just beginning in checkout right now, but as John mentioned in his remarks from a cost perspective it is well within our expectations in terms of transaction expense and engagement, it is better than we expected in terms of engagement which by the way is not really surprising ||| op_costs Neutral Uncertain
as well as this whole SD-WAN discussion ||| Neutral
One, we expect ICS, excluding NACC, have a nice finish to the year on recurring fee and earnings growth ||| sales,earnings Positive Confident
Marc, I don't know if you want to add ||| Neutral
For the traditional Gartner Events business, we continue to expect double-digit adjusted revenue growth in 2017. And for TA & Other, we expect adjusted revenue of between $214 million and $226 million ||| sales Positive Confident
This as a key differentiator and new TAM for Synopsys and I'm happy to report that it's scaling well both organically and via acquisitions ||| organic_expansion,acquisitions Positive Confident
Yes, we will comment more at the end of the year on our specific plans for 2018, but I think for planning purposes, you can assume that our store openings will be much pretty much in line with where they have been the last couple of years, 80 to 90 new stores, approximately 20 to 25 of those being dds and the rest being Ross ||| organic_expansion Positive
Okay, Michael ||| Neutral
We're always strong when we have a strong bottoms business, and I'm encouraged by what I'm seeing ||| earnings Positive Confident
Our sales funnel continues to look promising ||| sales Positive Confident
Some of our businesses use runners; some of our businesses dont use runners ||| Neutral
Outside the United States, our subscriber base grew 61% year over year to approximately 370,000 paying subscribers, which is up from 50% growth in Q1. We saw a notable pickup in markets where our product market fit meets our test of readiness, including the UK, Australia, and Canada ||| products_services Positive Confident
In fiscal Q1, we anticipate continued growth of our 1X portfolio, coincident with the ramp of our second-generation 1X 8-gigabit DDR4 and GDDR5 products, both of which have already been validated at certain partners and customers ||| products_services Positive Confident
Deep intelligence fueled by trillions of data transactions are the foundation of our Digital Marketing business ||| Neutral
Geographically, good growth in Europe was offset by declines in North America and Asia-Pacific ||| sales Negative
So it really is more timing than anything else ||| Neutral
We grew operating expenses by 12% and 13% in constant currency, with continued investment in cloud engineering, sales capacity, and developer engagement ||| sales,op_costs,organic_expansion Positive Confident
Yeah ||| Neutral
One, a lot is to participate in things that are driving the kind of brand awareness we have today ||| Positive
We take this very seriously ||| Neutral Confident
But those two things are tied together right, because home is more highly penetrated than national brands, as well ||| Neutral
And so if you look at the product portfolio, not just the current sort of Polaris or RX 5 Series products, but the Vega product coming in, really opens up a larger TAM for us ||| products_services Neutral
We see that interest continue to ramp ||| Neutral
Due to our hard work taking cost out, we were well positioned to take advantage of this market upside and placed more positive NPV units ||| op_costs Positive Confident
So we just don't see it as a big contributor ||| Neutral
There is what you can do by adding HomeSend ||| Neutral
Q1 was a great start to what we believe will be another great year for Adobe ||| Positive Confident
That's great color ||| Neutral
Now we believe part of that challenge is because we're treating the plumbing with the coronary approach with stenting-only and there is an effect that's happening with reperfusion injury in apoptosis that is creating more muscle depth ||| Neutral Confident
Thanks, Kyle ||| Neutral
But really it's those two specific things ||| Neutral
We're also taking a holistic view in considering other favorable elements of tax reform ||| Neutral
We also saw higher professional graphics revenue from a year ago, driven by expanding channel sales and growing data center wins as we continue to increase our GPU compute footprint with leading cloud service providers ||| sales,products_services Positive Confident
As in the last quarter, we were particularly pleased with growth in U.S ||| organic_expansion Positive Confident
Theres seven questions, I think, in there, but great way to frame that up as one question ||| Neutral
So, the growth profile of that business continues to be very strong, and we continue to add to the portfolio ||| sales Positive Confident
I'm excited to welcome the Mobileye team to Intel ||| Neutral
We don't want to get into a price battle ||| Neutral Confident
So yes, we will see revenue in the second half of the year ||| sales Neutral
As a result, commercial bookings grew 30%, and commercial unearned revenue was $27.8 billion, significantly higher than we expected ||| sales Positive Confident
But fortunately that's all behind us now ||| Neutral
On the cutting side, I think this is a difficult thing to state without  there's very little data behind it, but one of the things we've said is that you shouldn't just focus on the annual sales of high-powered lasers for cutting applications ||| sales Neutral Uncertain
In our core businesses, Analog revenue grew 10% and Embedded Processing grew 6% compared with the same quarter a year ago ||| sales Positive Confident
I'd say we're moving quickly ||| Neutral
First, we look at constant currency growth ||| sales Positive Confident
Excluding the $10 million one-time favorable tax adjustment, the provision for income taxes was $86 million for an effective tax rate of 29% for the quarter ||| op_costs Neutral
Yeah ||| Neutral
Navy's most advanced ships ||| Neutral
I don't think you'll go too far wrong if you view the one-year view somewhat similar to the three-year view, if that's helpful for you ||| Neutral
In fact, our second quarter retail sales trends are almost 700 basis points better than fourth quarter of last year and our improvement is driving better results for our categories ||| sales Positive Confident
So as you know, we did a dozen plus acquisitions in FY 2017; the integration has gone incredibly well as we continue to operate the company at scale and growth ||| sales,acquisitions Positive Confident
Look, you're talking globally? ||| Neutral
And the secular tailwinds are showing that DIY is still growing faster than the assisted methods and we just have to find ways to continue to accelerate that secular trend ||| products_services Positive Uncertain
During 2016, we activated very successful launches of Hasbro's line of DISNEY PRINCESS and DISNEY FROZEN dolls, as well as our DREAMWORKS' TROLLS line ||| products_services Positive
We have some performance issue ||| Neutral
And you are right to note that the bit growth is going up because of the technology transition in the industry to the 64-layer technology ||| sales Positive Confident
And I think it's a customer who's been going elsewhere to get that brand and now can come to Kohl's ||| Positive
So I think the catalyst for growth in the Media business is going to be OTT ||| sales Neutral Uncertain
This, in turn, drives growth opportunities around machine learning, automotive, augmented and virtual reality, networking infrastructure and the soaring need for more cloud-based computation and storage ||| sales Positive Confident
A large U.S ||| Neutral
All those things factor in ||| Neutral
The tax rate was a component of that ||| Neutral
Acquisitions had a one-point impact on Research revenue growth for the quarter ||| sales,acquisitions Positive Confident
While our plans for the summer were consistent with our continued and deliberate strategy to transform our beverage portfolio ||| products_services Neutral Confident
On an overall basis, we continue to believe we outpaced the global dental market in Q4 and believe the fundamentals of our business strategy remains strong ||| earnings Positive Confident
I don't see anything impacting ||| Neutral
We saw little bit of that in the second quarter ||| Neutral
In the midmarket, obviously, we had a very significant grow-over, given the strong sales for ACA products in 2016. But as we've kind of checked in with the sales force throughout the year, and frankly, continue to make investments to keep their heads in the game, we've maintained our turnover at almost exactly the same rate it was in the prior year, which is a very encouraging sign because, obviously, it was a very tight labor market ||| sales,products_services,organic_expansion Positive Confident
So if that was your question on wu ||| Neutral
Operating expenses of $419 million compared to $353 million a year ago ||| op_costs Neutral
revenue from our Media Division customers was $285 million in the quarter, up 1% year-over-year and up 11%, excluding the impact of the large Internet platform customers ||| sales Neutral
Sign had a good quarter, all of them are adding ||| Neutral
I think its a critical part of how we differentiate our product against now all of our competitors because were the first company to take the robust AI capabilities including machine intelligence, machine learning and deep learning, and offer that to our customers in a unified CRM platform through our sales, service, marketing applications, commerce applications across the board ||| products_services Neutral Uncertain
Other income will be $1 million ||| Neutral
So we have been growing in the double-digits ||| Neutral
As we think about the future growth of ADP, we anticipate that investments such as these coupled with our ongoing organic investments in innovation, service and sales will enable us to continue to stay at the forefront of the HCM industry ||| sales,products_services,organic_expansion Neutral Uncertain
There are two real simple things, FX which is a little bit more than that, if you  I think if you do the math, and then the Waldorf ||| Neutral
In terms of our full year 2016 results, Ill focus my comments on organic sales on our market shares and current market conditions ||| sales Positive Confident
Cloud and comm service provider together are the growth engine in the data center, and together now make up nearly 60% of DCG's revenue ||| sales,products_services Positive Confident
Just to make sure it's clear, PLS, it is a business ||| Neutral Confident
In the context of this unfavorable operating environment, we delivered competitive results in the third quarter ||| earnings Positive Confident
The margin decline in the quarter was primarily due to higher incentive compensation expense and increased marketing spend ||| sales,earnings,op_costs Negative
We'll win some deals; we'll lose some deals ||| Neutral
Excluding specified items, adjusted segment operating profit was $658 million, up $85 million from the year-ago quarter ||| earnings Positive Confident
So that's the excitement we have around the content growth, and that comes into the emissions ||| sales Positive Confident
Without the extra day in February last year, this would have been up 2.2% ||| Neutral
In the Middle East, Africa and South Asia region, revenue declined 13% or 10% constant currency, and transactions were down 15% as low oil prices continued to negatively affect key send markets ||| sales Negative
With our predominantly value-added mix, the Chicken segment should be in the upper end of its normalized range of 9% to 11% return on sales for the year ||| products_services Positive Confident
So I think that's how I tend to look at it ||| Neutral
So those are in pretty good shape ||| Neutral Confident
You see how we're working both at teens channels and the moms channels from a marketing standpoint also ||| sales Neutral Uncertain
Business Solutions revenues grew 2% or 1% constant currency, including a negative 3 percentage point impact from the loss of the XE ||| sales,earnings Positive Confident
I know they are excited about it and I believe that we will leave with everyone having absolutely clear clarity on what we are doing on the focus that we are changing, and I think, hopefully bolder and more courageous decisions that will get us from sort of 4% to 5% system sales growth to the 7% number, which our bold goal ||| sales Positive Confident
This business delivered results that were better than our expectations with year-to-date revenue growth of 2% ||| sales Positive Confident
This could be the second biggest fight of all time and it will certainly drive millions of people to watch Las Vegas, watch T-Mobile, and watch Mayweather and McGregor ||| Neutral Confident
Jim, any further color with regard to ongoing resupply sales associated with Brightree? ||| Neutral Uncertain
Because the Personal Systems business has such a negative cash conversion cycle that when it grows  its growth increases sequentially, you're going to see a fair amount of free cash flow ||| sales Positive Confident
This is Bill Osbourn ||| Neutral
Q2 was a strong quarter for us as we continued to ramp our high-performance product portfolio ||| products_services Positive Confident
This marks Este Lauder's fourth consecutive quarter of solid sales growth, in the last two quarters, up double-digits ||| sales Positive Confident
And by the way, it was the reason why we did in the first place because we were concerned that we'd be in the situation and we want to try to be keep benefit stable, which we've been successful doing ||| op_costs Positive Confident
Keeping our costs in check is critical to our overall growth strategy ||| sales,op_costs Positive Confident
This is actually the first year we have not ||| Neutral
Yeah, sure, Peter ||| Neutral
I think it's just been a bit a matter of timing of business closing ||| Neutral
North America again generated good growth in the quarter with revenue increasing 3% or 4% on a constant currency basis, while transactions grew 5% ||| sales Positive Confident
Additionally, we're also encouraged by the strong design win momentum that we had in sensors that was reflected by double-digit order growth year-over-year in the quarter ||| sales Positive Confident
It declined at about 11% ||| Neutral
This really isn't a new dynamic for us ||| Neutral
But over time, we definitely expect this to be a strong driver of growth ||| sales Positive Confident
I think in our statements and in the release, we showed you that we actually lowered CapEx by about $500 million for this year ||| organic_expansion Neutral Uncertain
So we're very happy with the performance of our QFX product line in the Q2 timeframe ||| products_services Positive Confident
Based on our strong first half and higher expectations for the PC business and the expected close of Mobileye, we're raising our full-year revenue forecast from $60 billion to $61.3 billion and our non-GAAP EPS forecast from $2.85 to $3.00. We continue to see intense competition across our businesses ||| sales,competition Positive Confident
That's one way to have built it ||| Neutral
Hi, Derik ||| Neutral Confident
At the end of the third quarter, if you look on a trailing 12-month basis, it's more sort of flat ||| sales Neutral Uncertain
So I think first of all, the magnitude of the market is different, right? In the U.S ||| Neutral Uncertain
Turning to performance by business unit ||| Neutral
So, there's a whole range of these ||| Neutral
For the full year, revenue of $2.7 billion was up 2% in both dollars and in constant currency ||| earnings Positive Confident
You have follow on to that? ||| Neutral
CMS postponed the deadline for labs to report private commercial payer pricing data under PAMA for 60 days until May 30. We fully support the decision ||| op_costs Positive Confident
And I believe, this year, a combination of things ||| Neutral
We are making significant non guest-facing changes over the next year which we know will have an impact on our restaurant teams ||| Neutral
So, all these trends are related to artificial intelligence, bit growth in data customers wanting to offer differentiated value to their end customers, all of this is driving need for memory and storage solution and overall, we remain pretty bullish about the demand trends ||| sales Positive Confident
With our broad portfolio of innovative solutions, we continue to advance our leadership position in this fast growing market ||| products_services Positive Confident
And so, I think that actually will accelerate ||| Neutral
Brian, we're not guiding for next year ||| Neutral
Kelly, do you want to take ||| Neutral
Refrigerated Foods continues to benefit from growth in both retail and foodservice value-added products ||| products_services Positive Confident
I think we also have  I think our expectation is a little bit of a return of the growth of the PEO pass-through cost, which I think that just mathematically also adds to  I think the last part of your question was a broad PEO margin pressure question about ADP, but in this first half, second half it is a factor ||| sales,earnings,op_costs Neutral Uncertain
But we believe based on our business cases that obviously, whether it's two, five, seven years down the road, that new technology can help us leverage those services that we provide in a much more efficient manner ||| products_services Negative
So it'll definitely help organic revenue growth ||| sales,organic_expansion Positive Confident
So, I mean summarizing it, that's kind of the plan and the strategy ||| Neutral
I think that one of the things we've been as we've been kind of going out talking to folks, making sure that this is an opportunity now to make sure everyone understands that the starting point for margins in terms of the amount of room there is for improvement was larger in the small business market than it is in the mid-market ||| sales,earnings Neutral Uncertain
Starting with data and devices ||| Neutral
As a reminder, our third quarter operating cash flow included the favorable timing of an extra CMS payment, which had an offsetting impact in our fourth quarter operating cash flow ||| earnings Positive Confident
Excluding LinkedIn, operating expenses declined 2%, also 2% in constant currency ||| op_costs Negative
But we're comfortable with our inventory days ||| Neutral
Turning to the next slide, I will drill down more on revenue ||| sales Negative
I mean we are not going to talk about anything that has -- you tie this to meaningful benefits of tax reform, were not talking about anything I am sorry David, about tax reform ||| Neutral
And I think in terms of the relative size of the PEO bookings, I don't know that we don't really give that guidance, but I don't think there's anything wrong with giving you a range of the sales dollars for TotalSource are somewhere around  call it 20% to 25%  20-ish%, if you will, of the total bookings, somewhere in that range, maybe a little bit higher than that ||| sales Neutral Uncertain
Thanks, James, both good questions ||| Neutral
If you adjust out PS&E this year, you're in 12% to 16% underlying growth in the business ||| sales Positive Confident
Most of our telecom is outside of China ||| Neutral
And security is actually one of these domains ||| Neutral
In the quarter, sales of both Fusion and Splash declined while V8 100% Vegetable Juice grew behind continued media investments ||| products_services Negative Confident
Adjusted earnings before interest and taxes or adjusted EBIT grew 4% ||| earnings Positive Confident
I think it also gives us significant credit for the capability of the product ||| products_services Neutral Uncertain
We saw good momentum again in the transition to subscriptions and SaaS offers with deferred revenue growing 14% ||| sales Positive Confident
One research system has been installed in Europe and another will be installed shortly ||| products_services Positive Confident
If you look at the pace numbers, which I think people have been focused on, you got to parse those really carefully because everybody sort of defines it in slightly different way ||| Neutral
Thank you very much ||| Neutral
Turning to semiconductor IP, we had another excellent year of double-digit growth ||| sales Positive Confident
However, we do expect to see a combination of organic net sales growth and cost efficiencies continue to drive EBITDA growth ||| earnings Positive Confident
Importantly, the Cookie Layer Crunch platform is Hershey's largest launch in recent history and will receive equal support in year two as it did in year one ||| products_services Positive Confident
business ||| Neutral
On the margin side, if you think about from a business perspective, if you go segment-by-segment, our view is that the CEB Research products will run at roughly the same gross margin and incremental gross margin targets that we run the traditional Gartner business at ||| sales,earnings,products_services Neutral Uncertain
But quite frankly, the focus right now on Security has been on achieving stability and returning to growth ||| sales Positive Confident
But before I do, I want to note that this summer, we selected IRI as our preferred market insights and analytics provider ||| organic_expansion Positive Confident
Phase 3 studies in Crohn's disease will be starting soon ||| products_services Positive Confident
Looking ahead, we remain committed to our objective of creating value for shareholders and to successfully executing on the growth opportunities ahead of us ||| sales Positive Confident
So, Judy, look, we  our cost savings and synergy plans are on track ||| op_costs Positive Confident
In terms of the head count growth, as we have talked, we do a bottoms up planning exercise around all the territory growth we want to do at any given year ||| sales Positive Confident
As the year progresses, if we don't see any further M&A opportunity, we could increase the buy back and be even more active ||| acquisitions Positive Confident
And the launch of INSPIRA implants continues to exceed expectations ||| products_services Positive Confident
Yes, look, I wanted to reassure people that our trends of double-digit growth have continued into the quarter ||| sales Positive
So we think we're very well-positioned, we think we're positioned globally in all regions of the world around the players in that market and it is part of our content growth story of how we position ourselves and it's investments we've been making ||| sales,organic_expansion,competition Neutral Uncertain
And because it's already gone down from low double digits to more high single, I think the risk of it going significantly lower in the future, I think, is lower also ||| earnings Neutral Confident
The year-over-year increase includes spend associated with the build of the dedicated field teams in preparation for the gMG launches in the U.S ||| earnings Positive Confident
This multi-pronged approach will take time to yield results, but we strongly believe this is the right way to strengthen our business for the long term ||| earnings Neutral Uncertain
Based on current FX rates, we expect less than 1 point of negative impact on revenue growth overall and for each segment ||| sales Positive Confident
I will then discuss our 2017 full-year guidance ||| Neutral
Thanks, Andy, and good afternoon, everyone ||| Neutral
I understand the question ||| Neutral
I think that we look at having a toolkit of levers that we can pull, depending on whats happening in the external environment and maybe good our top line promotional activity is ||| sales Neutral
Europe had a number of them ||| Neutral
The planning process is behind us and we are now focused on execution ||| Neutral
Were not experiencing this in other categories ||| products_services Neutral Confident
And when you look at 20 years of data, our new business bookings growth over the course of rolling four quarters because obviously any one quarter can have issues like we just experienced ||| sales Positive Confident
Our transformation is accelerating ||| Neutral
We're very excited ||| Neutral
As a result, monetary balance sheet accounts are revalued into U.S ||| earnings Positive Confident
This segment had yet another quarter of significant profit growth with operating profit growing over 60% from a year ago as the business continues to execute and benefit from continued improvements in 14-nanometer unit cost, richer product mix and lower spending, primarily from the Client business having a decreased share of technology development and SG&A allocations ||| earnings,op_costs,products_services Positive Confident
We're not tracking the same way ||| Neutral
So we certainly sell a lot of instant consumables there ||| products_services Positive Confident
As part of its Cloud Edge strategy, a top U.S ||| Neutral
We dont do that ||| Neutral
North America carrier network business provided the fourth quarter growth highlight, as demand for our fiber-to-the-home solutions remained strong ||| sales Positive Confident
I think the opportunity is going to be across a number of things ||| Positive
So is it a structural difference? It certainly is a structural shift, and we will continue to be working on that so that we do eliminate volatility over the long-term ||| op_costs Positive Confident
I mean we listed out the headwinds ||| Neutral Confident
It's not so much for the Media business ||| Neutral
I am so happy you asked that question ||| Neutral
So we certainly have the expectation that we're going to return to double-digit growth in 2018. That's still where we believe we can be ||| sales Neutral
By geography, greater Asia, including China and EMA grew double digits and sales in Latin America were up high-single digits ||| earnings Positive Confident
So we're very pleased with that ||| Neutral
Hi, Brandon, it's Joe ||| Neutral Confident
So I don't know, I think the new products are driving the growth and the execution is been strong, the uptick is been strong ||| earnings Positive Confident
So, Geoff, it's Tony ||| Neutral Confident
We were able to largely offset declines in average selling prices with, one, improved manufacturing efficiency; two, component and material cost reductions; and three, a larger proportion of our sales coming from high power CW, high power pulsed and QCW lasers which carry a higher gross margin ||| sales,earnings,op_costs Negative
First of all, you're correct ||| Neutral
Thank you, Tom, and good afternoon, everyone ||| Neutral
I think that is aligned with customers' spending priorities and it is the best investment protection argument that any vendor in the marketplace can offer customers, which is, you can start with us on the cloud and move your data on premises ||| products_services,organic_expansion Neutral Uncertain
Jeff highlighted earlier, the headway we're making in advancing our strategic growth areas, and we continue to target our revenue mix to these areas by approximately three points this year ||| sales Positive Confident
Beginning with Research ||| Neutral
And I think the acquisition profile that had been successful for us whether its Aruba or SimpliVity, etcetera is the following ||| acquisitions Neutral Uncertain
Thanks Jim ||| Neutral
Accordingly Q1 CapEx should be approximately $70 million to $75 million ||| earnings Positive Confident
So that's where we ended up ||| Neutral
Similarly, as we consider the recent record sales results, many of the sales we have closed over the course of this fiscal year will not begin to have an impact on reported revenues until late fiscal 2018, 2019, and in some cases, even 2020. The growth in revenue attributed to Net New Business was offset by negative 2 points of internal growth ||| sales Positive Confident
Let me talk to STAR WARS and the shift, and Deb you can do the first one ||| Neutral
But with that introduction to it, Jim anything further to add for the U.S ||| Neutral Confident
In addition to that, there's batteries and LCDs ||| Neutral
I would say, still very early days ||| Neutral
Our A3 business is off to a strong start since launching its new product lineup in Q2 and we're excited about the opportunity to be a disruptive new entrant in this $55 billion market ||| products_services Positive Confident
Operating profitability was very strong in the quarter; we generated operating income of $490 million, which was an increase of 34% compared to the $366 million that we generated in September quarter ||| earnings Positive Confident
For Q3, Andrew? ||| Neutral
Correlate with it and I admire that ||| Neutral
We have long-term agreements with many of them ||| Neutral
Here our primary financial goals were resetting for fiscal 2018. We're projecting the total ARR growth will increase to between 24% and 26% ||| sales Positive Confident
We expect issuance growth to improve in the fourth quarter and in 2018. Importantly, we recently re-signed BMO, our largest AIR MILES sponsor, to a multi-year contract ||| sales Positive Confident
So we see many tuck-in opportunities out there ||| Positive Confident
With that, let me turn it back to Dave ||| Neutral
Looking ahead to the first quarter, we expect to see a normal sequential revenue decline for seasonality, perhaps a bit more pronounced in the recent years due to the particularly strong media performance this past quarter ||| sales Positive Confident
Q2 is always a tough quarter for us to understand exactly how it's going to play out given the seasonality of our business ||| sales Negative Confident
Many companies never get beyond that first act ||| Neutral
Hi, David ||| Neutral
Thanks, Stacy ||| Neutral
As a result, we expect low teens growth for full-year 2017 sales ||| sales Positive Confident
We are also now expecting growth in client funds interest revenue to increase to about $20 million compared with our prior forecasted increase of about $15 million ||| sales Positive Confident
We do have corridors where there's both are that ||| Neutral
Sure ||| Neutral
So that's why you see that ramp up in Q4. ||| Neutral
Capital expenditures in Q1, excluding equity compensation and capitalized interest expense, were $94 million and at the midpoint of our guidance ||| op_costs Neutral
The fuel performance in the quarter also created the opportunity for us to make an incremental, a $111 million contribution into our USC consolidated pension plan ||| op_risks Positive Confident
Yes, Walter ||| Neutral
We have Mastercard Send and now, Fast ACH rails ||| Neutral
And what those numbers mean for the full year of 2016 is we saw net revenue growth of 13% and EPS growth of 11%, or 19% when normalized for taxes ||| sales Positive Confident
com business ||| Neutral
But we do expect some growth in the hyperscale data -- enterprise in general, including hyperscale data centers ||| sales Positive Confident
And I think starting off with the fact that we've increased our innovation spend from around $150 million to around $450 million, I think or somewhere thereabouts in that neighborhood, so it's a significant amount of increase in our R&D investment ||| organic_expansion Neutral Uncertain
And so PBMs themselves weren't mentioned specifically, and we did discuss channel partners broadly, but more as an educational point ||| products_services Positive Confident
The improvement in SG&A to sales ratios both on a reported and normalized basis is driven by the mix effect from the Jarden legacy businesses, which have historically carried a lower SG&A spend rate, as well as benefits from Project Renewal savings and transaction-related synergies, which more than offset the impact of incremental advertising and promotion investment in the quarter ||| op_costs Positive
We also understand exactly what is held by the wholesalers because of our contracts with them and the triangulation between how much has been sold from wholesalers to end users minus the demand leaves us with a number which we then extrapolate as being the end-user inventory ||| Neutral Confident
